Time,EDA,Heart Rate,Temperature
BEGIN debug FOR 10 SECONDS,,,
1730338836534222,25874,178,4193
1730338836561851,25875,180,4193
1730338836575277,25841,183,4195
1730338836600589,25851,185,4194
1730338836606752,25926,185,4197
1730338836634055,26003,185,4194
1730338836643205,26081,186,4193
1730338836667460,26115,186,4192
1730338836700926,26131,189,4192
1730338836711285,26120,187,4193
1730338836733949,26078,189,4196
1730338836742267,26043,186,4194
1730338836767373,25983,186,4194
1730338836775616,25929,187,4193
1730338836806639,25939,187,4194
1730338836830889,25927,186,4194
1730338836854588,25908,186,4196
1730338836878599,25926,186,4193
1730338836902870,25964,185,4194
1730338836926491,25964,185,4193
1730338836950814,25957,186,4196
1730338836974394,25927,184,4199
1730338836998235,25915,185,4191
1730338837022459,25923,187,4195
1730338837046282,25913,185,4196
1730338837070307,25913,184,4196
1730338837094276,25937,184,4197
1730338837118434,25954,184,4196
1730338837142096,25957,185,4194
1730338837166089,25937,185,4191
1730338837189977,25923,185,4195
1730338837213930,25954,184,4194
1730338837237835,25988,184,4193
1730338837262058,26032,185,4192
1730338837286016,26027,184,4194
1730338837309810,26022,184,4194
1730338837334174,26006,185,4196
1730338837357727,25981,187,4194
1730338837381604,26002,184,4196
1730338837405596,25961,184,4197
1730338837429546,25931,184,4195
1730338837453631,25900,184,4193
1730338837486151,25887,185,4194
1730338837501681,25884,185,4194
1730338837525533,25879,184,4194
1730338837549321,25909,184,4196
1730338837573211,25913,185,4195
1730338837597234,25914,184,4195
1730338837621467,25921,187,4194
1730338837645275,25917,184,4193
1730338837669349,25884,187,4196
1730338837693191,25879,185,4191
1730338837717161,25865,184,4195
1730338837741084,25869,184,4192
1730338837765189,25855,185,4193
1730338837789118,25831,187,4195
1730338837812914,25842,185,4192
1730338837837329,25864,184,4196
1730338837861239,25890,185,4194
1730338837884902,25946,185,4195
1730338837908802,26016,185,4193
1730338837932825,26089,185,4195
1730338837956809,26100,185,4192
1730338837980735,26050,186,4192
1730338838004753,25985,188,4195
1730338838028431,25998,186,4196
