Time,EDA,Heart Rate,Temperature
BEGIN debug FOR 10 SECONDS,,,
1730338847914547,26847,238,4137
1730338847927844,26848,272,4136
1730338847948203,26840,277,4141
1730338847981360,26849,288,4140
1730338847992361,26854,305,4142
1730338848014770,26854,308,4137
1730338848023792,26863,311,4143
1730338848048250,26856,324,4141
1730338848081584,26868,337,4139
1730338848096559,26864,329,4144
1730338848114991,26865,334,4142
1730338848123950,26842,333,4137
1730338848148621,26887,335,4137
1730338848158881,26917,341,4139
1730338848181825,26970,339,4141
1730338848215262,26980,332,4128
1730338848226142,26994,338,4142
1730338848248661,26973,345,4139
1730338848257386,26926,338,4138
1730338848282175,26876,341,4136
1730338848315383,26842,341,4143
1730338848327100,26817,343,4130
1730338848348808,26790,344,4139
1730338848357190,26804,340,4142
1730338848382283,26803,344,4143
1730338848415592,26824,339,4141
1730338848424946,26856,343,4138
1730338848449063,26861,342,4135
1730338848460954,26889,352,4138
1730338848488317,26882,343,4137
1730338848515763,26861,344,4138
1730338848521658,26859,343,4144
1730338848549080,26854,342,4137
1730338848556073,26865,340,4145
1730338848582602,26856,346,4140
1730338848615854,26853,344,4136
1730338848623677,26843,345,4147
1730338848649318,26846,340,4137
1730338848655355,26853,347,4139
1730338848682796,26860,344,4140
1730338848716098,26851,344,4142
1730338848725025,26863,343,4138
1730338848749601,26865,342,4137
1730338848758800,26870,340,4137
1730338848782979,26839,354,4138
1730338848792346,26860,346,4139
1730338848816399,26847,343,4140
1730338848849934,26876,341,4140
1730338848868200,26880,339,4128
1730338848883154,26936,351,4138
1730338848890791,26977,341,4140
1730338848916578,27015,342,4137
1730338848950021,27001,340,4137
1730338848957073,26965,341,4140
1730338848983445,26927,342,4132
1730338848991466,26889,344,4138
1730338849016950,26843,341,4139
1730338849050343,26821,344,4143
1730338849073111,26792,340,4144
1730338849091158,26806,340,4142
1730338849100510,26817,341,4140
1730338849116911,26828,343,4142
1730338849150331,26833,341,4137
1730338849157609,26844,343,4139
1730338849183743,26856,343,4130
1730338849189303,26864,346,4142
1730338849217456,26884,341,4140
1730338849250684,26871,340,4138
1730338849271119,26874,342,4141
1730338849285275,26865,336,4144
1730338849294521,26862,345,4145
1730338849317823,26858,345,4140
1730338849350792,26857,341,4140
1730338849358718,26849,342,4138
1730338849384179,26856,345,4142
1730338849392016,26849,344,4135
1730338849417629,26865,345,4147
1730338849424545,26852,339,4144
1730338849450978,26843,340,4144
1730338849484364,26850,342,4132
1730338849492540,26860,341,4141
1730338849517797,26856,342,4139
1730338849526795,26865,341,4138
1730338849551291,26863,344,4141
1730338849584628,26868,344,4140
1730338849594163,26873,340,4132
1730338849617984,26915,347,4137
1730338849627575,26971,341,4140
1730338849651429,27014,341,4143
1730338849684850,27031,339,4138
1730338849697866,27014,341,4141
1730338849718268,26946,342,4132
1730338849726501,26896,351,4137
1730338849751668,26841,343,4137
1730338849785082,26825,345,4143
1730338849795280,26818,342,4142
1730338849818416,26798,342,4140
1730338849828269,26811,343,4146
1730338849851889,26813,349,4146
1730338849885213,26818,342,4144
1730338849895244,26822,342,4140
1730338849918748,26852,341,4143
1730338849930020,26871,342,4140
1730338849952129,26867,337,4137
1730338849985421,26878,343,4141
1730338849996153,26866,343,4139
1730338850018850,26875,345,4132
1730338850029215,26855,344,4139
1730338850052219,26854,350,4138
1730338850060744,26860,346,4140
1730338850085980,26843,346,4138
1730338850119149,26822,338,4138
1730338850132046,26839,344,4133
1730338850152531,26852,348,4140
1730338850158859,26863,349,4138
1730338850185850,26867,343,4138
1730338850219202,26859,340,4136
1730338850228206,26858,345,4140
1730338850252655,26848,343,4133
1730338850260639,26849,345,4144
1730338850286143,26852,343,4137
1730338850319643,26862,340,4141
1730338850340681,26882,339,4144
1730338850352870,26918,338,4142
1730338850359633,26973,342,4140
1730338850386418,27022,343,4140
1730338850419647,27047,343,4140
1730338850434054,27039,341,4139
1730338850453226,26964,338,4129
1730338850477770,26901,351,4143
1730338850486463,26870,343,4136
1730338850519844,26828,341,4142
1730338850527866,26811,342,4140
1730338850553192,26802,342,4130
1730338850560762,26792,342,4147
1730338850586642,26790,349,4142
1730338850620152,26812,345,4139
1730338850632574,26833,344,4139
1730338850653607,26856,345,4144
1730338850665628,26880,341,4142
1730338850686881,26873,339,4138
1730338850692889,26876,345,4136
1730338850720280,26874,341,4140
1730338850753623,26860,340,4128
1730338850759153,26835,346,4150
1730338850787265,26844,342,4143
1730338850793952,26826,346,4142
1730338850820609,26847,340,4137
1730338850853960,26860,342,4140
1730338850862074,26845,344,4126
1730338850887314,26856,347,4143
1730338850896156,26864,343,4142
1730338850920722,26866,342,4143
1730338850954080,26850,345,4139
1730338850961179,26846,344,4137
1730338850987503,26859,347,4132
1730338850994918,26853,347,4136
1730338851020931,26861,343,4140
1730338851054284,26918,339,4140
1730338851062417,26973,340,4140
1730338851087566,27009,341,4138
1730338851096255,27023,343,4146
1730338851121179,26982,348,4138
1730338851154647,26919,343,4144
1730338851162920,26880,341,4137
1730338851187870,26833,342,4138
1730338851194973,26808,344,4142
