Delay= 19552
Source file: EDA_withMillis_noAccel_Final.ino
21 25859 31719 4445
23 25464 31713 4463
21 25147 31706 4433
22 25054 31705 4418
22 25052 31697 4437
22 25086 31700 4446
23 25246 31696 4438
21 25342 31696 4426
22 25371 31697 4449
22 25470 31695 4445
22 25740 31694 4446
22 26612 31699 4463
22 28098 31701 4464
21 29907 31703 4439
23 31234 31704 4461
21 31528 31705 4428
23 30772 31703 4420
21 29263 31702 4446
22 27458 31697 4436
22 25824 31696 4442
22 24653 31692 4443
22 24018 31689 4450
22 23871 31688 4479
21 24209 31682 4443
23 24886 31678 4463
21 25660 31676 4461
23 26490 31670 4439
21 27086 31662 4442
22 27445 31658 4439
22 27385 31650 4427
22 27024 31637 4431
22 26510 31632 4426
22 25975 31623 4446
22 25583 31618 4446
22 25362 31609 4450
21 25272 31602 4444
23 25243 31597 4437
21 25452 31592 4448
23 25536 31582 4424
21 25606 31578 4462
22 25706 31572 4436
22 25831 31568 4443
22 26216 31563 4430
23 27493 31560 4434
21 29757 31556 4464
22 32458 31554 4437
22 32767 31564 4461
22 32767 31566 4419
22 32767 31566 4424
22 32767 31576 4409
21 31494 31578 4446
23 29498 31583 4446
21 27634 31585 4430
23 25905 31589 4426
21 24424 31595 4419
22 23279 31595 4461
22 22593 31598 4477
22 22539 31600 4460
22 23018 31600 4446
22 23794 31603 4429
21 24903 31603 4460
23 25915 31603 4461
21 26419 31598 4420
23 26553 31602 4437
21 26390 31598 4436
22 25895 31599 4438
22 25343 31600 4449
22 24899 31598 4438
22 24583 31597 4461
22 24437 31597 4428
21 24363 31601 4444
23 24379 31601 4443
21 24494 31605 4427
23 24925 31603 4460
21 26181 31607 4430
23 28286 31609 4429
21 30820 31612 4443
22 32500 31615 4445
23 32719 31618 4444
21 31387 31621 4426
23 29168 31620 4432
21 26638 31630 4425
22 24438 31632 4429
22 23002 31631 4431
22 22342 31636 4438
22 22488 31631 4429
22 23156 31632 4444
21 24208 31627 4426
23 25308 31625 4422
21 26410 31627 4479
23 27058 31620 4444
21 27342 31619 4453
22 27065 31610 4418
22 26636 31607 4445
22 26018 31605 4450
22 25487 31602 4471
22 24969 31595 4433
21 24669 31591 4426
23 24550 31591 4427
21 24575 31585 4462
23 24674 31584 4461
21 24781 31581 4457
22 25228 31578 4451
22 26391 31575 4437
22 28603 31574 4462
22 31058 31571 4452
22 32767 31573 4438
21 32767 31573 4426
23 31872 31570 4426
21 29693 31571 4423
23 27192 31569 4429
21 24993 31570 4457
23 23545 31570 4438
21 22859 31569 4461
22 22892 31573 4429
23 23439 31573 4447
21 24346 31576 4458
23 25497 31579 4456
21 26502 31577 4431
22 27169 31579 4425
22 27408 31582 4443
22 27321 31587 4425
22 26735 31592 4448
22 26144 31598 4437
21 25489 31607 4469
23 25020 31614 4425
21 24688 31620 4448
23 24559 31630 4445
21 24578 31644 4446
22 24695 31652 4420
22 25350 31668 4418
22 26948 31676 4432
22 29114 31690 4426
22 31187 31704 4433
21 32326 31719 4452
23 31995 31729 4459
21 30517 31743 4411
23 28431 31757 4429
21 26253 31772 4410
22 24548 31787 4438
22 23474 31804 4437
22 22989 31818 4425
22 23167 31831 4445
22 23898 31846 4420
21 24764 31856 4446
23 25795 31868 4460
21 26649 31876 4461
23 27036 31881 4433
21 27097 31889 4443
22 26765 31894 4431
22 26205 31897 4444
22 25587 31900 4443
23 25130 31902 4446
21 24758 31906 4446
23 24595 31903 4416
21 24607 31910 4445
22 24707 31907 4438
22 25262 31907 4438
22 26611 31910 4438
22 28482 31912 4462
22 30216 31912 4464
21 31179 31913 4421
23 31075 31915 4462
21 29901 31912 4427
23 28181 31915 4443
21 26321 31913 4418
22 24864 31912 4444
22 23956 31916 4445
22 23613 31914 4462
22 23788 31915 4434
22 24327 31915 4445
21 25060 31917 4451
23 25857 31913 4443
21 26439 31914 4438
23 26750 31913 4448
21 26732 31914 4418
22 26424 31916 4444
22 26012 31917 4447
22 25553 31914 4463
22 25199 31916 4460
22 24893 31917 4429
21 24798 31914 4455
23 24805 31917 4426
21 24938 31917 4444
23 25473 31916 4456
21 26612 31916 4426
22 28276 31917 4437
22 29663 31914 4437
22 30381 31918 4455
23 30200 31918 4461
21 29213 31915 4468
23 27893 31916 4461
21 26591 31918 4440
22 25584 31917 4420
22 24853 31916 4416
22 24623 31917 4427
22 24696 31912 4419
22 25096 31917 4419
21 25619 31915 4437
23 26103 31917 4463
21 26556 31915 4446
23 26783 31916 4464
21 26740 31918 4450
22 26575 31917 4414
22 26152 31916 4449
22 25755 31917 4419
22 25473 31915 4417
22 25252 31918 4419
21 25114 31914 4426
23 25149 31915 4449
21 25246 31915 4421
23 25598 31917 4465
21 26436 31916 4462
22 27918 31915 4437
22 29272 31914 4444
22 30032 31915 4420
22 30000 31916 4443
22 29176 31917 4444
21 28018 31919 4442
23 26838 31914 4401
21 25682 31914 4419
23 25056 31914 4438
21 24753 31915 4461
22 24811 31914 4463
23 25165 31917 4471
21 25672 31914 4444
23 26133 31913 4446
21 26557 31916 4425
22 26765 31918 4465
22 26718 31913 4441
22 26452 31912 4419
22 26142 31914 4445
22 25826 31915 4416
22 25531 31918 4480
22 25370 31920 4456
21 25262 31918 4448
23 25323 31913 4463
21 25409 31916 4427
23 25516 31916 4424
21 25715 31914 4462
22 26160 31916 4459
22 27296 31915 4438
22 28614 31919 4437
22 29729 31917 4445
22 29989 31917 4445
21 29534 31915 4464
23 28399 31916 4438
21 27100 31919 4454
23 25957 31917 4429
21 25195 31918 4462
22 24964 31918 4428
22 24909 31916 4443
22 25061 31915 4442
22 25497 31916 4452
22 25938 31916 4436
21 26372 31916 4462
23 26715 31915 4469
21 26706 31918 4450
23 26523 31919 4450
21 26309 31916 4432
22 25986 31916 4430
23 25725 31913 4426
21 25494 31917 4455
23 25397 31916 4432
21 25360 31916 4443
22 25414 31919 4420
22 25471 31915 4428
22 25572 31917 4462
22 25625 31919 4438
22 25675 31919 4460
21 25750 31919 4412
23 26108 31913 4449
21 26913 31914 4455
23 28190 31921 4445
21 29327 31918 4426
23 29909 31916 4438
21 29648 31918 4419
22 28731 31918 4421
22 27577 31915 4457
22 26560 31916 4456
22 25643 31919 4461
22 25208 31916 4450
21 25120 31915 4444
23 25165 31917 4445
21 25544 31921 4471
23 25936 31917 4453
21 26330 31917 4426
22 26610 31915 4444
22 26798 31912 4444
22 26722 31914 4461
22 26497 31916 4463
22 26276 31918 4461
21 25925 31916 4463
23 25654 31916 4446
21 25486 31912 4417
23 25398 31917 4438
21 25390 31917 4427
22 25410 31917 4426
23 25555 31916 4441
21 25596 31915 4445
23 25716 31917 4462
21 25783 31916 4467
22 25800 31918 4455
22 25776 31918 4437
22 25837 31920 4442
22 25979 31917 4446
22 26458 31917 4443
21 27467 31919 4456
23 28724 31919 4429
21 29621 31916 4414
23 29997 31921 4428
21 29535 31917 4468
23 28558 31919 4438
21 27417 31921 4436
22 26440 31919 4428
22 25796 31919 4427
22 25423 31915 4444
22 25325 31916 4438
22 25471 31914 4414
21 25818 31914 4443
23 26228 31916 4425
21 26481 31917 4412
23 26771 31914 4457
21 26879 31918 4454
22 26801 31917 4460
22 26521 31917 4419
22 26259 31919 4445
22 25898 31917 4460
22 25742 31915 4464
21 25599 31917 4426
23 25549 31916 4445
21 25469 31917 4437
23 25455 31919 4443
21 25523 31914 4439
22 25649 31918 4464
23 25668 31914 4439
21 25733 31916 4463
23 25825 31916 4448
21 25741 31918 4446
22 25813 31918 4443
22 25852 31918 4430
22 25808 31917 4426
22 25826 31918 4419
22 26012 31917 4444
21 26681 31915 4457
23 27793 31914 4444
21 29211 31916 4438
23 30273 31918 4455
21 30667 31916 4419
22 30216 31920 4445
22 29247 31916 4418
22 27888 31915 4420
22 26771 31917 4419
22 25919 31918 4429
22 25449 31917 4418
22 25365 31917 4422
21 25620 31919 4462
23 26034 31917 4445
21 26498 31917 4458
23 26888 31918 4444
21 27209 31917 4431
22 27187 31919 4445
22 27057 31919 4444
22 26734 31917 4426
22 26221 31918 4426
22 25893 31915 4427
21 25561 31917 4428
23 25366 31918 4463
21 25278 31916 4479
23 25262 31919 4461
22 25331 31917 4426
21 25392 31917 4418
23 25534 31916 4427
21 25529 31916 4445
23 25668 31914 4442
21 25668 31917 4398
22 25743 31915 4408
22 25781 31918 4430
22 25745 31915 4463
22 25780 31918 4445
22 25642 31917 4465
21 25805 31918 4449
23 26227 31920 4445
21 27385 31919 4419
23 28946 31921 4464
21 30617 31917 4433
22 31537 31918 4419
22 31450 31917 4415
22 30379 31918 4429
22 28840 31918 4463
22 27268 31921 4438
22 26005 31914 4462
22 25155 31919 4432
21 24731 31917 4445
23 24827 31922 4441
21 25214 31918 4444
23 25802 31917 4438
21 26423 31918 4445
22 26955 31917 4427
22 27223 31914 4441
22 27121 31918 4466
22 26790 31920 4438
22 26293 31918 4472
21 25798 31920 4430
23 25400 31921 4438
21 25086 31920 4425
23 24900 31922 4438
22 24881 31919 4434
21 24867 31919 4444
23 25007 31917 4438
21 25050 31921 4444
23 25129 31918 4463
21 25216 31916 4456
22 25338 31918 4437
22 25413 31916 4454
22 25515 31918 4436
22 25588 31915 4409
22 25640 31919 4437
21 25608 31918 4442
23 25713 31918 4445
21 26374 31918 4453
23 27729 31917 4427
21 29512 31918 4466
22 31070 31920 4464
22 31885 31917 4438
22 31499 31917 4442
22 30089 31916 4410
22 28450 31920 4442
21 26646 31916 4446
23 25304 31917 4420
21 24476 31918 4424
23 24209 31910 4419
21 24348 31917 4426
23 24888 31918 4457
21 25668 31917 4461
22 26441 31914 4464
22 26976 31916 4460
22 27316 31918 4463
22 27298 31919 4409
22 26893 31917 4445
21 26304 31917 4445
23 25710 31917 4438
21 25230 31917 4408
23 24885 31916 4453
22 24673 31917 4448
21 24599 31917 4464
23 24733 31916 4467
21 24859 31918 4451
23 25019 31920 4428
21 25144 31917 4441
22 25159 31918 4446
22 25293 31919 4442
22 25414 31918 4442
22 25485 31914 4428
22 25532 31920 4416
21 25531 31919 4452
23 25579 31917 4444
21 26085 31917 4447
23 27186 31917 4460
21 29081 31918 4442
22 30899 31919 4442
22 32099 31921 4427
22 32138 31920 4420
22 30993 31919 4419
22 29151 31917 4393
21 27169 31917 4414
23 25630 31916 4450
21 24510 31916 4463
23 23962 31919 4460
21 24018 31916 4462
23 24500 31919 4462
21 25275 31918 4460
22 26132 31916 4438
22 26946 31919 4443
22 27439 31918 4419
22 27556 31920 4431
22 27245 31916 4427
21 26617 31917 4427
23 26032 31918 4462
21 25482 31917 4464
23 25010 31917 4437
22 24765 31917 4462
21 24681 31916 4445
23 24599 31916 4420
21 24695 31919 4445
23 24824 31920 4444
21 25025 31917 4445
22 25165 31917 4432
22 25248 31919 4436
22 25311 31918 4446
22 25409 31916 4479
22 25444 31917 4463
21 25501 31917 4428
23 25485 31919 4433
21 25717 31920 4420
23 26353 31915 4462
21 27817 31919 4438
22 29854 31917 4445
22 31629 31920 4445
22 32498 31917 4447
22 31984 31917 4463
22 30436 31916 4462
21 28318 31918 4446
23 26367 31914 4415
21 24923 31920 4430
23 24046 31916 4430
21 23808 31920 4445
22 23997 31917 4433
22 24627 31921 4437
22 25477 31919 4402
22 26387 31917 4443
22 27043 31920 4447
22 27415 31916 4445
22 27441 31917 4437
21 27013 31921 4443
23 26558 31920 4443
22 25932 31918 4427
22 25383 31920 4468
22 24918 31919 4426
21 24703 31917 4418
23 24667 31919 4409
21 24664 31918 4423
23 24771 31921 4458
21 24816 31920 4464
22 24975 31921 4433
22 25085 31918 4461
22 25345 31914 4443
22 25390 31919 4429
22 25476 31920 4462
21 25453 31918 4446
23 25533 31918 4436
21 25787 31915 4394
23 26650 31920 4446
21 28206 31919 4480
22 30282 31918 4465
22 31947 31916 4464
22 32548 31917 4449
22 31806 31916 4418
22 30120 31919 4444
21 27913 31917 4446
23 26017 31917 4433
21 24623 31919 4424
23 23853 31916 4427
21 23623 31917 4427
22 23940 31915 4465
22 24706 31919 4439
22 25619 31919 4437
22 26537 31918 4434
22 27343 31920 4455
22 27758 31917 4427
22 27680 31920 4443
21 27361 31917 4437
23 26739 31920 4448
22 25995 31920 4407
22 25398 31917 4442
22 24978 31921 4445
21 24769 31919 4463
23 24767 31920 4437
21 24888 31920 4444
23 25333 31918 4425
21 25683 31919 4428
22 25679 31920 4464
22 25442 31918 4445
22 25185 31917 4437
22 24910 31916 4428
22 24959 31918 4427
21 25080 31915 4463
23 25435 31919 4456
21 26534 31916 4445
23 28355 31919 4462
21 30621 31918 4447
22 32426 31919 4424
22 32767 31915 4461
22 32207 31916 4443
22 30286 31918 4424
22 27996 31919 4428
21 25897 31918 4427
23 24352 31918 4448
21 23564 31917 4438
23 23336 31916 4446
21 23645 31917 4450
22 24385 31915 4425
22 25289 31920 4449
22 26216 31920 4453
22 26952 31919 4426
22 27453 31918 4442
21 27475 31915 4420
23 27119 31914 4394
21 26595 31921 4428
23 25943 31917 4439
22 25409 31918 4437
22 24892 31920 4431
22 24707 31916 4459
21 24612 31919 4460
23 24621 31919 4449
21 24764 31919 4445
23 24804 31917 4443
21 24948 31918 4426
22 25073 31918 4402
22 25168 31918 4429
22 25296 31924 4434
22 25764 31919 4438
22 26867 31919 4429
21 28710 31921 4460
23 30866 31922 4455
21 32391 31919 4420
23 32526 31920 4450
21 31396 31917 4445
22 29350 31921 4427
22 27084 31919 4402
22 25218 31916 4427
22 23858 31923 4444
22 23230 31918 4448
21 23183 31919 4463
23 23634 31919 4461
21 24422 31918 4444
23 25435 31920 4427
21 26374 31918 4438
22 27188 31917 4419
22 27584 31917 4450
22 27507 31918 4420
22 27106 31918 4447
22 26515 31918 4427
21 25889 31918 4451
23 25321 31919 4438
21 24962 31915 4445
23 24758 31919 4420
22 24704 31919 4426
21 24741 31917 4448
23 24883 31917 4453
21 25035 31917 4443
23 25141 31919 4437
21 25347 31919 4447
23 26121 31916 4465
21 27630 31917 4444
22 29637 31916 4442
22 31460 31915 4461
22 32334 31917 4429
22 31724 31918 4431
22 30098 31919 4449
21 27929 31920 4419
23 25938 31918 4414
21 24448 31919 4393
23 23473 31918 4425
21 23240 31923 4472
22 23504 31917 4464
22 24281 31917 4437
22 25221 31918 4449
22 26166 31917 4443
22 26894 31916 4444
21 27341 31918 4426
23 27384 31921 4427
21 27084 31917 4438
23 26599 31920 4410
21 26032 31916 4428
22 25543 31920 4448
22 25144 31920 4460
22 24929 31919 4471
22 24786 31921 4464
22 24848 31921 4437
21 24945 31918 4459
23 25051 31918 4435
22 25170 31917 4443
22 25607 31919 4427
22 26800 31920 4441
21 28763 31917 4444
23 31196 31915 4444
21 32767 31916 4465
23 32767 31920 4463
21 31975 31921 4461
23 29856 31920 4436
21 27499 31922 4441
22 25500 31920 4419
22 23982 31920 4427
22 23294 31917 4445
22 23209 31918 4438
22 23715 31922 4419
21 24554 31920 4445
23 25617 31920 4464
21 26707 31919 4437
23 27460 31920 4458
21 27809 31918 4460
22 27626 31919 4427
22 27009 31920 4443
22 26354 31921 4418
22 25686 31921 4432
22 25149 31918 4426
21 24729 31921 4401
23 24562 31919 4447
21 24642 31920 4462
23 24724 31918 4462
21 24753 31917 4437
22 24962 31923 4449
22 25309 31918 4465
22 26401 31919 4460
22 28406 31922 4467
22 31077 31920 4438
21 32767 31919 4419
23 32767 31916 4401
22 32767 31922 4451
22 30911 31917 4444
22 28226 31917 4445
21 25805 31917 4428
23 24053 31917 4428
21 23073 31919 4425
23 22852 31919 4442
21 23274 31919 4446
22 24238 31915 4445
22 25410 31917 4432
22 26562 31918 4426
22 27472 31916 4426
22 27816 31921 4465
22 27670 31924 4437
22 27132 31920 4443
21 26274 31915 4430
23 25565 31921 4426
21 24914 31920 4443
23 24533 31919 4426
21 24338 31917 4420
22 24331 31922 4414
22 24440 31922 4394
22 24608 31923 4444
22 24838 31920 4445
22 25073 31923 4439
21 25565 31919 4453
23 26995 31921 4445
21 29583 31922 4425
23 32539 31922 4450
21 32767 31922 4476
22 32767 31920 4436
22 32767 31920 4425
22 30766 31918 4401
22 27715 31921 4428
22 25212 31921 4462
21 23494 31920 4456
23 22661 31923 4437
22 22673 31921 4431
22 23366 31919 4449
22 24493 31918 4421
21 25888 31920 4462
23 27027 31919 4420
21 27799 31918 4444
23 28019 31920 4433
21 27603 31918 4429
22 26837 31919 4462
22 26015 31918 4437
22 25198 31918 4449
22 24493 31918 4443
22 24162 31916 4454
22 23992 31916 4454
22 24069 31917 4471
21 24252 31918 4428
23 24529 31920 4443
21 24734 31918 4426
23 24857 31920 4426
21 25121 31915 4461
22 25882 31919 4456
22 27660 31917 4451
22 30593 31919 4443
22 32767 31920 4461
22 32767 31917 4425
21 32767 31917 4420
23 32767 31919 4438
21 30228 31919 4418
23 27085 31918 4426
21 24532 31920 4432
22 22981 31919 4447
22 22417 31921 4464
22 22745 31918 4437
22 23567 31917 4428
22 24839 31919 4420
21 26206 31918 4460
23 27251 31920 4438
22 27728 31920 4445
22 27743 31920 4419
22 27086 31920 4448
21 26263 31918 4444
23 25303 31917 4468
21 24590 31921 4463
23 24073 31919 4445
21 23735 31920 4436
22 23745 31918 4442
22 23974 31920 4443
22 24127 31920 4456
22 24485 31918 4427
22 24749 31918 4444
21 24894 31916 4420
23 25124 31918 4433
21 25197 31919 4457
23 25325 31919 4464
21 26044 31919 4451
23 27950 31922 4433
21 30985 31918 4433
22 32767 31919 4450
22 32767 31921 4438
22 32767 31918 4432
22 32767 31920 4418
22 29885 31920 4428
21 26724 31919 4393
23 24250 31918 4446
21 22839 31920 4468
23 22358 31918 4450
21 22660 31919 4446
22 23645 31919 4454
22 24983 31917 4446
22 26288 31916 4461
22 27335 31919 4447
22 27828 31923 4442
22 27710 31918 4437
22 26964 31919 4393
22 26001 31921 4464
22 25041 31917 4456
22 24340 31920 4462
21 23805 31918 4455
23 23612 31919 4418
21 23637 31920 4431
23 23819 31918 4449
21 24105 31916 4428
22 24408 31918 4427
22 24617 31920 4432
22 24884 31917 4425
22 25083 31919 4448
22 25194 31916 4456
21 25317 31917 4463
23 25293 31919 4432
21 25489 31919 4429
23 26527 31919 4450
21 28856 31921 4444
23 32040 31919 4444
21 32767 31917 4449
22 32767 31918 4407
22 32767 31919 4437
22 31884 31921 4426
22 28618 31919 4446
22 25607 31919 4464
21 23581 31918 4426
23 22592 31918 4431
21 22479 31919 4419
23 23048 31920 4421
21 24172 31916 4445
22 25562 31915 4433
22 26730 31916 4429
22 27534 31916 4438
23 27792 31918 4427
21 27346 31919 4464
22 26518 31917 4465
22 25528 31920 4462
22 24685 31920 4460
22 24069 31917 4437
22 23702 31917 4420
21 23623 31920 4435
23 23718 31916 4430
21 23969 31917 4444
23 24224 31919 4401
21 24476 31916 4454
22 24748 31917 4446
22 24919 31917 4452
22 25146 31920 4446
22 25215 31916 4442
22 25261 31920 4419
21 25285 31919 4445
23 25280 31921 4437
21 25648 31918 4426
23 26963 31919 4445
21 29639 31919 4441
22 32767 31921 4454
22 32767 31923 4469
22 32767 31919 4468
22 32767 31919 4468
22 31270 31919 4407
22 27894 31917 4425
22 25226 31917 4431
21 23339 31916 4446
23 22499 31921 4437
21 22442 31919 4426
23 23349 31920 4401
21 24657 31919 4438
22 26028 31916 4452
22 27250 31920 4449
22 27848 31917 4447
23 27881 31918 4427
21 27265 31919 4442
22 26319 31915 4442
22 25301 31918 4444
22 24413 31916 4445
22 23832 31917 4428
22 23640 31919 4409
21 23595 31918 4426
23 23825 31919 4464
21 24105 31917 4438
23 24382 31917 4438
21 24643 31919 4445
22 24896 31916 4407
22 25007 31917 4445
22 25144 31917 4431
22 25243 31918 4442
22 25264 31920 4426
21 25317 31919 4420
23 25766 31917 4394
21 27347 31914 4482
23 30094 31918 4483
21 32767 31918 4478
22 32767 31922 4436
22 32767 31914 4414
22 32767 31920 4411
22 30312 31917 4439
22 27088 31920 4420
22 24498 31918 4428
22 22856 31918 4401
21 22322 31920 4407
23 22507 31918 4462
21 23422 31920 4465
23 24800 31919 4445
21 26220 31920 4442
22 27357 31916 4459
22 27974 31920 4442
22 27871 31919 4448
23 27249 31919 4427
21 26273 31921 4409
22 25274 31920 4420
22 24489 31918 4419
22 24003 31920 4446
22 23795 31922 4466
22 23767 31918 4468
21 24027 31921 4455
23 24290 31916 4442
21 24512 31921 4437
23 24730 31916 4460
21 24983 31918 4455
22 25174 31920 4426
22 25242 31919 4444
22 25455 31922 4426
22 25903 31917 4455
22 27542 31918 4465
21 30194 31919 4456
23 32767 31917 4433
21 32767 31922 4431
23 32767 31917 4443
21 32395 31917 4452
22 29343 31917 4446
22 26267 31921 4410
22 23657 31917 4419
22 22201 31918 4432
22 21708 31919 4445
21 22122 31918 4447
23 23274 31921 4444
21 24916 31918 4433
23 26458 31919 4458
21 27642 31920 4415
23 28211 31919 4437
21 28032 31914 4439
22 27266 31917 4426
22 26217 31918 4425
22 25121 31915 4427
23 24383 31918 4428
21 23920 31920 4448
22 23753 31916 4463
22 23876 31921 4435
22 24107 31922 4428
22 24290 31919 4435
22 24586 31918 4432
21 24913 31917 4439
23 25002 31918 4442
21 25221 31918 4444
23 25484 31917 4416
21 26593 31918 4453
22 29067 31917 4465
22 32500 31916 4457
22 32767 31915 4436
22 32767 31918 4444
22 32767 31917 4443
21 32333 31917 4408
23 28692 31919 4420
21 25530 31920 4438
23 23301 31919 4419
21 22143 31917 4408
22 21940 31918 4424
22 22547 31918 4462
22 23810 31919 4463
22 25317 31922 4444
22 26867 31917 4463
21 27843 31916 4461
23 28157 31918 4443
21 27775 31919 4419
23 26915 31916 4433
21 25790 31917 4444
22 24859 31919 4418
22 24172 31920 4401
22 23682 31920 4447
23 23591 31918 4465
21 23675 31920 4461
23 23927 31918 4462
21 24155 31918 4443
22 24463 31919 4432
22 24660 31921 4447
22 24816 31920 4464
22 25159 31920 4431
22 25232 31922 4402
21 25297 31918 4429
23 25616 31921 4431
21 27051 31920 4454
23 29981 31917 4437
21 32767 31917 4458
22 32767 31919 4428
22 32767 31920 4444
22 32767 31916 4446
22 31793 31921 4445
22 28006 31918 4428
21 24897 31924 4427
23 22847 31919 4426
21 21962 31914 4428
23 22072 31920 4439
21 22778 31916 4472
22 24115 31917 4428
22 25593 31919 4443
22 26853 31921 4438
22 27700 31917 4427
22 27894 31920 4455
21 27474 31923 4442
23 26596 31918 4419
21 25562 31917 4445
23 24554 31919 4427
21 23836 31919 4464
22 23463 31918 4472
22 23456 31919 4461
22 23536 31915 4414
23 23736 31920 4431
21 24087 31915 4442
23 24366 31917 4462
21 24684 31917 4443
22 24884 31919 4427
22 25028 31918 4447
22 25199 31916 4445
22 25222 31917 4446
22 25241 31916 4463
21 25212 31918 4443
23 25329 31916 4427
21 26080 31918 4446
23 28379 31918 4451
21 31953 31915 4445
22 32767 31917 4444
22 32767 31915 4411
22 32767 31919 4437
22 32767 31919 4428
22 29390 31915 4431
21 25955 31919 4437
23 23459 31918 4426
21 22199 31920 4448
23 21806 31918 4438
21 22355 31918 4447
22 23560 31918 4461
22 25044 31920 4442
22 26499 31922 4437
22 27555 31922 4427
22 28027 31921 4419
21 27813 31921 4472
23 27085 31919 4435
21 25984 31918 4462
23 24994 31915 4444
21 24169 31919 4418
22 23673 31917 4445
22 23474 31919 4443
22 23535 31916 4416
23 23751 31916 4427
21 23968 31919 4443
22 24307 31919 4419
22 24594 31917 4469
22 24788 31918 4465
22 24933 31918 4436
22 25081 31919 4447
22 25124 31920 4444
22 25208 31920 4425
21 25196 31922 4420
23 25195 31918 4464
21 25373 31918 4438
23 26016 31918 4442
21 27932 31918 4453
22 31068 31919 4469
22 32767 31919 4464
22 32767 31919 4445
22 32767 31917 4444
22 32767 31917 4424
21 29397 31918 4415
23 26063 31917 4453
21 23482 31920 4429
23 22100 31918 4445
21 21708 31919 4437
