Delay= 19552
Source file: EDA_withMillis_noAccel_Final.ino
21 27399 25923 4404
23 27433 25925 4414
21 27390 25927 4418
22 27376 25933 4419
22 27353 25930 4412
22 27312 25938 4417
21 27302 25938 4414
23 27291 25941 4413
21 27305 25946 4414
22 27306 25954 4415
22 27314 25954 4414
22 27319 25956 4415
21 27349 25958 4416
23 27415 25967 4413
21 27566 25968 4414
22 27674 25963 4403
22 27752 25967 4402
22 27743 25969 4405
21 27665 25973 4406
23 27576 25975 4406
22 27479 25975 4405
21 27416 25975 4403
23 27365 25978 4405
21 27361 25978 4401
22 27389 25977 4403
22 27421 25976 4402
22 27462 25979 4403
21 27513 25981 4405
23 27569 25980 4412
21 27582 25978 4417
22 27587 25980 4414
22 27551 25974 4417
22 27508 25975 4414
21 27459 25976 4414
23 27433 25977 4416
21 27406 25972 4414
22 27390 25970 4418
22 27364 25967 4416
22 27355 25965 4416
21 27325 25966 4419
23 27381 25968 4417
21 27469 25968 4414
22 27579 25966 4414
22 27680 25965 4413
22 27683 25966 4404
21 27610 25968 4404
23 27494 25970 4405
21 27387 25966 4409
22 27303 25963 4405
22 27202 25967 4405
22 27163 25969 4407
21 27126 25967 4406
23 27116 25964 4403
21 27139 25970 4406
22 27165 25963 4404
21 27167 25964 4403
23 27153 25967 4403
21 27085 25967 4402
22 27043 25965 4401
22 27036 25965 4415
22 27015 25969 4414
21 27030 25968 4410
23 27088 25967 4413
22 27126 25970 4416
21 27178 25967 4413
23 27188 25970 4413
21 27206 25973 4414
22 27231 25972 4417
22 27269 25972 4414
22 27402 25969 4416
21 27591 25976 4415
23 27709 25975 4417
21 27736 25978 4411
22 27682 25977 4404
22 27563 25981 4405
22 27426 25973 4407
21 27337 25977 4404
23 27260 25977 4403
21 27211 25974 4405
22 27194 25975 4405
22 27185 25975 4405
22 27216 25975 4403
21 27246 25975 4404
23 27280 25976 4400
21 27329 25976 4403
22 27321 25970 4402
22 27319 25968 4404
22 27304 25965 4407
21 27275 25966 4408
23 27243 25964 4411
21 27243 25965 4414
22 27228 25957 4415
22 27238 25967 4417
22 27253 25960 4414
21 27288 25968 4414
23 27273 25966 4417
21 27286 25964 4415
22 27280 25966 4413
22 27320 25970 4417
22 27486 25968 4413
21 27639 25973 4418
23 27776 25975 4417
21 27798 25976 4409
22 27710 25977 4415
23 27572 25975 4403
21 27404 25978 4405
22 27287 25981 4403
22 27219 25986 4402
22 27178 25979 4405
21 27141 25985 4406
23 27139 25990 4402
21 27134 25987 4406
22 27207 25990 4405
22 27227 25992 4403
22 27285 25990 4411
21 27293 25993 4405
23 27292 25990 4402
21 27262 25988 4422
22 27229 25990 4418
21 27209 25989 4413
23 27198 25994 4415
21 27187 25990 4414
22 27210 25993 4414
22 27204 25989 4414
22 27208 25990 4418
21 27208 25990 4413
23 27213 25990 4418
21 27253 25989 4417
22 27429 25987 4417
22 27572 25986 4412
22 27685 25989 4414
21 27713 25982 4417
23 27619 25990 4404
21 27485 25983 4403
22 27350 25982 4406
22 27236 25982 4404
22 27192 25977 4402
21 27126 25978 4402
23 27090 25977 4403
21 27082 25970 4406
22 27152 25975 4402
22 27217 25980 4405
22 27262 25973 4403
21 27295 25970 4405
23 27286 25971 4406
21 27283 25969 4405
22 27250 25969 4415
23 27250 25965 4414
21 27215 25969 4416
22 27197 25960 4412
22 27198 25961 4413
22 27185 25959 4417
21 27190 25953 4413
23 27202 25948 4413
21 27252 25949 4416
22 27379 25945 4416
22 27534 25942 4418
22 27663 25940 4414
21 27705 25941 4416
23 27643 25938 4418
21 27523 25933 4415
22 27378 25936 4406
22 27235 25936 4405
22 27159 25938 4404
21 27098 25937 4404
23 27076 25931 4405
21 27091 25936 4405
22 27146 25929 4403
22 27214 25929 4405
22 27274 25929 4403
21 27311 25927 4402
23 27291 25925 4402
21 27279 25924 4408
22 27235 25922 4406
22 27221 25919 4406
22 27180 25916 4413
21 27169 25920 4415
23 27176 25915 4417
21 27176 25911 4417
22 27188 25912 4417
22 27195 25909 4413
22 27201 25905 4420
21 27252 25905 4416
22 27358 25904 4413
22 27549 25907 4414
22 27694 25901 4415
21 27741 25906 4413
23 27681 25903 4414
21 27556 25903 4416
22 27437 25904 4415
23 27301 25906 4405
21 27194 25903 4407
22 27152 25901 4404
22 27127 25898 4405
22 27116 25904 4407
21 27130 25906 4402
23 27157 25899 4402
21 27201 25901 4406
22 27232 25903 4405
22 27249 25898 4402
22 27265 25901 4405
21 27243 25896 4403
23 27211 25896 4405
21 27202 25894 4408
22 27203 25895 4403
22 27237 25893 4414
22 27229 25896 4416
21 27243 25892 4416
23 27234 25892 4416
21 27260 25893 4414
22 27314 25890 4417
22 27428 25889 4417
22 27586 25896 4415
21 27715 25893 4417
23 27753 25894 4414
21 27684 25895 4411
22 27558 25897 4418
22 27416 25903 4412
22 27312 25909 4416
21 27208 25913 4407
23 27141 25925 4408
21 27106 25937 4405
22 27087 25938 4403
22 27120 25951 4410
22 27160 25955 4403
21 27212 25954 4400
23 27218 25958 4406
21 27244 25965 4405
22 27246 25962 4405
22 27232 25958 4407
22 27195 25955 4403
22 27190 25953 4406
22 27158 25950 4408
22 27153 25951 4402
21 27157 25948 4410
23 27183 25946 4415
21 27219 25945 4416
22 27309 25945 4416
22 27494 25939 4413
22 27625 25939 4412
21 27683 25933 4415
23 27653 25930 4415
21 27558 25928 4422
22 27420 25932 4414
22 27298 25931 4414
22 27203 25927 4418
21 27142 25929 4414
22 27098 25926 4416
22 27116 25925 4414
22 27119 25930 4405
21 27164 25930 4401
23 27224 25928 4400
21 27261 25930 4407
22 27287 25924 4401
22 27246 25925 4401
22 27220 25924 4405
21 27192 25927 4406
23 27173 25925 4410
21 27156 25925 4404
22 27154 25926 4402
22 27160 25921 4404
22 27181 25927 4403
21 27284 25920 4405
23 27411 25921 4403
21 27563 25922 4416
22 27618 25920 4418
22 27571 25916 4415
22 27465 25920 4415
21 27341 25917 4416
23 27220 25926 4419
21 27133 25919 4415
22 27083 25919 4414
23 27059 25922 4416
21 27077 25924 4418
22 27148 25922 4417
22 27222 25923 4417
22 27279 25924 4416
21 27311 25925 4414
23 27306 25923 4405
21 27270 25930 4408
22 27264 25931 4402
22 27233 25929 4405
22 27223 25930 4406
21 27198 25931 4407
23 27188 25929 4406
21 27206 25931 4406
22 27315 25928 4404
22 27463 25930 4408
22 27575 25929 4403
21 27630 25931 4405
23 27577 25931 4407
21 27469 25933 4406
22 27334 25937 4405
22 27233 25932 4417
22 27133 25932 4416
21 27047 25933 4416
23 27043 25938 4417
21 27046 25932 4416
22 27120 25937 4413
22 27156 25941 4410
22 27230 25937 4416
21 27259 25941 4416
23 27259 25939 4414
21 27269 25942 4418
22 27236 25945 4416
22 27214 25947 4409
22 27191 25946 4414
21 27184 25951 4406
23 27189 25950 4409
21 27238 25949 4409
22 27376 25947 4409
21 27567 25951 4407
23 27704 25949 4402
21 27756 25955 4405
22 27702 25954 4402
23 27582 25953 4402
21 27429 25958 4405
22 27312 25952 4405
22 27220 25955 4404
22 27163 25957 4403
21 27114 25963 4404
23 27104 25966 4403
21 27153 25967 4417
22 27196 25969 4413
22 27264 25969 4410
22 27286 25972 4413
21 27275 25973 4414
23 27271 25977 4414
21 27250 25979 4414
22 27213 25981 4415
22 27187 25980 4416
22 27135 25984 4417
21 27102 25986 4417
23 27116 25987 4416
21 27184 25985 4416
22 27324 25981 4417
22 27531 25986 4404
22 27638 25991 4408
21 27700 25988 4404
23 27632 25990 4403
21 27501 25989 4403
22 27354 25996 4402
22 27248 25990 4407
22 27166 25996 4408
21 27113 25995 4404
23 27069 25994 4405
21 27078 25995 4405
22 27119 25993 4405
22 27159 25995 4406
22 27195 25991 4407
21 27233 25992 4406
23 27250 25994 4407
21 27252 25984 4417
22 27212 25994 4410
22 27193 25994 4413
22 27170 25987 4414
21 27142 25992 4412
23 27144 25998 4414
22 27141 25994 4414
21 27163 26000 4418
23 27160 26002 4414
21 27230 26006 4416
22 27388 26007 4414
22 27595 26012 4412
22 27722 26010 4416
21 27772 26014 4414
23 27695 26021 4404
21 27553 26022 4411
22 27408 26024 4406
22 27273 26027 4404
22 27185 26035 4409
21 27136 26034 4405
23 27095 26038 4403
21 27080 26044 4410
22 27099 26047 4404
21 27136 26052 4404
23 27178 26051 4403
21 27230 26051 4408
22 27231 26060 4403
22 27220 26065 4405
22 27202 26063 4414
21 27186 26070 4412
23 27177 26071 4415
21 27164 26078 4418
22 27173 26076 4413
22 27175 26083 4416
22 27194 26081 4416
21 27208 26087 4416
23 27231 26092 4415
21 27226 26091 4419
22 27216 26099 4417
22 27232 26094 4409
22 27214 26102 4416
21 27271 26109 4415
23 27449 26115 4414
21 27595 26118 4407
22 27735 26117 4403
22 27756 26124 4407
22 27680 26121 4404
21 27525 26125 4406
23 27367 26126 4404
22 27269 26133 4406
21 27173 26133 4403
23 27092 26132 4401
21 27029 26138 4407
22 26989 26142 4405
22 26980 26137 4403
22 27006 26140 4410
21 27053 26138 4407
23 27112 26138 4409
21 27156 26139 4414
22 27186 26139 4415
22 27180 26136 4421
22 27174 26139 4416
21 27140 26145 4415
23 27132 26147 4416
21 27118 26144 4418
22 27128 26146 4416
22 27120 26151 4414
22 27111 26151 4414
21 27138 26153 4418
23 27151 26152 4415
21 27155 26151 4415
22 27155 26147 4414
22 27169 26157 4406
22 27149 26156 4408
21 27166 26160 4403
23 27280 26160 4404
21 27454 26158 4404
22 27640 26161 4406
22 27769 26163 4402
22 27771 26159 4411
21 27705 26162 4404
23 27620 26162 4408
21 27523 26163 4411
22 27451 26164 4405
22 27380 26163 4403
22 27340 26165 4408
21 27309 26163 4406
22 27305 26164 4417
22 27332 26160 4415
22 27337 26163 4413
22 27379 26163 4414
22 27384 26162 4414
22 27350 26163 4419
21 27322 26161 4413
23 27270 26160 4415
21 27242 26161 4416
22 27201 26156 4419
22 27228 26156 4415
22 27187 26155 4417
21 27167 26153 4420
23 27156 26148 4413
21 27150 26149 4404
22 27153 26148 4408
22 27153 26146 4404
22 27175 26145 4409
21 27194 26140 4406
23 27243 26140 4406
21 27322 26134 4407
22 27459 26138 4402
22 27570 26134 4405
22 27629 26128 4405
21 27591 26124 4409
23 27536 26125 4403
21 27440 26124 4406
22 27328 26119 4406
22 27247 26120 4404
22 27211 26112 4414
21 27158 26112 4414
23 27144 26112 4414
21 27158 26110 4416
22 27191 26113 4412
22 27220 26108 4416
22 27226 26108 4416
21 27222 26100 4415
23 27201 26108 4422
21 27157 26103 4418
22 27110 26103 4418
22 27099 26105 4421
22 27082 26103 4418
21 27082 26104 4416
23 27083 26105 4415
22 27067 26099 4404
21 27082 26102 4404
23 27126 26107 4409
21 27147 26103 4405
22 27217 26098 4407
22 27379 26104 4408
22 27547 26099 4407
21 27671 26101 4403
23 27695 26103 4410
21 27639 26103 4405
22 27527 26098 4405
22 27411 26099 4406
22 27287 26095 4409
21 27223 26099 4405
23 27142 26097 4417
21 27133 26093 4419
22 27117 26096 4415
22 27158 26096 4415
22 27191 26096 4416
21 27216 26095 4418
22 27241 26094 4415
22 27252 26089 4414
22 27233 26096 4414
21 27207 26094 4410
23 27179 26093 4420
21 27144 26094 4415
22 27134 26095 4412
22 27129 26092 4418
22 27139 26092 4420
21 27116 26087 4407
23 27140 26083 4403
21 27135 26084 4404
22 27154 26084 4405
22 27213 26080 4404
22 27337 26083 4404
21 27505 26079 4405
23 27675 26077 4405
21 27758 26074 4409
22 27751 26070 4405
22 27664 26071 4406
22 27546 26067 4404
21 27418 26069 4408
23 27319 26065 4406
22 27249 26057 4408
21 27192 26058 4415
23 27192 26057 4418
21 27192 26052 4413
22 27185 26046 4417
22 27237 26050 4416
22 27273 26047 4417
21 27285 26056 4418
23 27266 26045 4414
21 27220 26042 4417
22 27213 26045 4412
22 27178 26040 4416
22 27153 26044 4417
21 27144 26043 4416
23 27129 26038 4425
21 27134 26043 4410
22 27116 26043 4405
22 27133 26041 4410
22 27148 26037 4406
21 27168 26037 4407
23 27283 26032 4403
21 27425 26035 4405
22 27617 26030 4407
22 27745 26029 4402
22 27765 26027 4407
21 27676 26027 4403
23 27571 26024 4405
21 27449 26021 4408
22 27329 26023 4406
22 27222 26022 4407
22 27183 26022 4417
21 27141 26021 4416
23 27157 26018 4414
21 27188 26018 4415
22 27246 26017 4419
22 27285 26015 4416
22 27313 26011 4414
21 27314 26013 4419
23 27289 26012 4415
21 27243 26009 4419
22 27238 26007 4420
21 27192 26005 4418
23 27180 25999 4415
22 27174 25994 4419
21 27186 25995 4401
23 27184 25996 4408
21 27179 25995 4408
22 27169 25995 4404
22 27176 25990 4405
22 27215 25991 4404
21 27317 25988 4406
23 27526 25986 4402
21 27720 25988 4403
22 27832 25990 4407
22 27816 25987 4404
22 27727 25988 4409
21 27557 25989 4405
23 27412 25983 4403
21 27283 25981 4404
22 27207 25977 4417
22 27147 25985 4417
22 27112 25985 4415
21 27137 25981 4418
23 27154 25984 4417
21 27200 25984 4418
22 27230 25977 4418
22 27216 25980 4417
22 27200 25989 4420
21 27163 25987 4419
23 27162 25991 4416
21 27147 25996 4417
22 27125 26002 4418
22 27139 25997 4417
22 27164 26003 4404
21 27156 26008 4405
23 27174 26009 4404
21 27196 26012 4406
22 27225 26018 4406
22 27263 26019 4407
22 27319 26025 4408
21 27462 26031 4405
23 27700 26039 4414
21 27861 26039 4405
22 27885 26046 4407
23 27798 26044 4404
21 27642 26054 4403
22 27461 26057 4406
22 27337 26057 4405
22 27261 26068 4403
21 27242 26065 4421
23 27196 26070 4415
21 27199 26069 4421
22 27225 26076 4416
22 27253 26079 4413
22 27279 26086 4417
21 27312 26087 4413
23 27324 26092 4417
21 27284 26099 4420
22 27250 26099 4416
22 27216 26101 4415
22 27162 26107 4417
21 27125 26107 4414
23 27128 26110 4415
21 27113 26114 4410
22 27144 26115 4408
21 27159 26120 4404
23 27180 26121 4401
21 27271 26122 4411
22 27442 26123 4402
22 27649 26130 4407
22 27796 26134 4408
21 27828 26137 4404
23 27767 26136 4407
21 27628 26142 4409
22 27450 26141 4406
22 27317 26144 4403
22 27219 26146 4410
21 27143 26147 4415
23 27162 26151 4415
21 27187 26150 4419
22 27245 26150 4419
22 27304 26156 4418
22 27376 26155 4415
21 27414 26153 4417
23 27413 26160 4416
21 27403 26159 4415
22 27361 26161 4419
23 27323 26163 4418
21 27273 26162 4418
22 27254 26162 4415
22 27237 26163 4417
22 27232 26169 4413
21 27263 26173 4409
23 27404 26174 4406
21 27584 26179 4409
22 27774 26181 4406
22 27825 26175 4409
22 27756 26185 4410
21 27635 26183 4404
23 27484 26184 4402
21 27336 26187 4404
22 27228 26187 4408
22 27127 26187 4407
22 27091 26188 4410
21 27091 26190 4406
23 27120 26187 4410
21 27163 26189 4404
22 27226 26191 4411
22 27267 26190 4418
22 27275 26194 4412
21 27251 26198 4421
23 27232 26194 4416
21 27211 26202 4416
22 27171 26196 4419
22 27147 26207 4418
22 27144 26203 4415
21 27168 26210 4410
23 27241 26213 4418
21 27413 26216 4417
22 27623 26219 4417
22 27775 26218 4415
22 27789 26220 4411
21 27672 26220 4407
23 27505 26228 4406
21 27345 26226 4410
22 27203 26227 4404
22 27079 26228 4407
22 27030 26232 4411
22 26997 26230 4408
21 26993 26235 4402
23 27053 26238 4410
21 27107 26243 4406
22 27179 26240 4404
22 27190 26243 4407
22 27215 26248 4406
21 27211 26248 4408
23 27189 26250 4414
21 27197 26256 4416
22 27169 26255 4412
22 27178 26256 4414
22 27180 26258 4419
21 27204 26258 4419
23 27259 26260 4417
21 27416 26269 4417
22 27623 26271 4418
22 27795 26270 4417
22 27862 26273 4412
21 27791 26278 4417
23 27640 26286 4416
21 27475 26286 4418
22 27312 26294 4404
22 27211 26300 4406
22 27126 26302 4405
21 27112 26306 4408
23 27120 26307 4404
21 27189 26309 4409
22 27279 26313 4405
22 27332 26314 4407
22 27366 26321 4403
21 27382 26320 4409
23 27350 26319 4405
21 27300 26314 4401
22 27269 26315 4405
22 27238 26316 4410
22 27205 26318 4405
21 27212 26311 4418
23 27237 26312 4422
21 27223 26309 4417
22 27288 26310 4419
23 27425 26305 4419
21 27617 26308 4418
22 27800 26310 4419
22 27895 26308 4416
22 27850 26306 4416
21 27728 26309 4418
23 27572 26306 4419
21 27436 26308 4417
22 27322 26297 4423
22 27251 26307 4415
22 27218 26304 4419
21 27156 26307 4401
23 27194 26308 4406
21 27233 26304 4405
22 27286 26302 4409
22 27302 26302 4409
22 27314 26304 4413
21 27318 26304 4406
23 27293 26303 4407
21 27273 26303 4408
22 27263 26304 4409
22 27263 26301 4405
22 27271 26301 4410
21 27274 26298 4405
22 27260 26298 4403
22 27241 26295 4418
22 27241 26298 4416
21 27237 26298 4418
23 27270 26294 4415
21 27371 26298 4414
22 27588 26290 4415
22 27787 26292 4417
22 27926 26293 4419
21 27945 26287 4416
23 27849 26291 4411
21 27693 26289 4415
22 27544 26286 4419
22 27435 26284 4418
22 27345 26283 4418
21 27281 26279 4418
23 27223 26279 4409
21 27207 26277 4404
22 27228 26267 4404
23 27276 26270 4405
21 27298 26273 4407
22 27316 26262 4409
22 27320 26269 4410
22 27318 26267 4407
21 27322 26261 4406
23 27285 26257 4405
21 27247 26252 4409
22 27235 26253 4404
22 27217 26247 4405
22 27230 26249 4407
21 27213 26245 4417
23 27227 26243 4417
21 27264 26239 4416
22 27254 26244 4415
22 27244 26235 4419
22 27234 26233 4416
21 27244 26237 4415
23 27291 26232 4421
21 27427 26230 4417
22 27640 26230 4417
22 27814 26225 4423
22 27918 26226 4415
21 27880 26227 4418
23 27758 26225 4418
21 27613 26223 4417
22 27496 26227 4404
22 27376 26224 4409
22 27316 26225 4403
21 27270 26225 4407
23 27251 26227 4406
21 27271 26223 4406
22 27291 26230 4405
22 27333 26227 4406
22 27377 26225 4407
21 27388 26231 4407
23 27394 26230 4404
21 27364 26230 4410
22 27325 26230 4408
22 27309 26234 4407
22 27300 26237 4407
21 27286 26231 4417
23 27286 26235 4416
22 27306 26233 4420
21 27300 26232 4420
22 27318 26233 4416
22 27330 26236 4419
22 27331 26240 4417
21 27328 26246 4417
23 27319 26246 4416
21 27336 26250 4421
22 27332 26253 4415
22 27350 26257 4416
22 27419 26258 4421
21 27582 26256 4419
23 27794 26258 4404
21 27925 26265 4408
22 27962 26267 4406
22 27906 26270 4405
22 27771 26268 4410
21 27630 26270 4406
23 27512 26270 4403
21 27433 26272 4405
22 27389 26267 4406
22 27338 26273 4406
22 27356 26265 4410
21 27377 26270 4406
23 27403 26273 4410
21 27462 26264 4409
22 27507 26264 4404
22 27512 26258 4419
22 27506 26262 4416
21 27462 26261 4417
23 27437 26257 4415
21 27398 26258 4419
22 27371 26260 4414
22 27349 26253 4419
22 27334 26257 4418
21 27335 26259 4416
23 27324 26256 4418
21 27335 26256 4418
22 27340 26258 4415
22 27323 26260 4419
22 27334 26259 4417
21 27342 26265 4415
23 27344 26262 4412
