Time,EDA,PPG,Temp
420,,,
120017,22514,27327,3899
120038,22511,27627,3899
120060,22514,27682,3897
120082,22515,27498,3897
120104,22515,27140,3898
120125,22516,26735,3898
120148,22518,26369,3898
120169,22517,26114,3897
120191,22517,25981,3897
120213,22519,25932,3898
120235,22518,25934,3897
120256,22518,25962,3897
120278,22519,26019,3898
120300,22520,26123,3897
120322,22520,26178,3897
120343,22520,26243,3895
120366,22521,26272,3898
120387,22522,26281,3898
120409,22521,26275,3896
120431,22519,26248,3899
120453,22519,26206,3898
120474,22522,26149,3897
120497,22520,26097,3898
120518,22522,26064,3899
120540,22520,26057,3898
120562,22521,26081,3897
120584,22520,26090,3896
120605,22519,26112,3897
120628,22520,26129,3897
120649,22519,26149,3900
120671,22519,26153,3899
120694,22523,26169,3896
120715,22522,26197,3899
120737,22524,26188,3898
120759,22525,26187,3899
120781,22527,26176,3898
120802,22525,26203,3899
120825,22527,26426,3900
120846,22526,26896,3898
120868,22526,27337,3897
120890,22528,27592,3897
120912,22524,27591,3899
120933,22526,27329,3899
120956,22525,26942,3897
120977,22525,26503,3898
120999,22524,26149,3899
121021,22524,25913,3898
121043,22526,25809,3899
121064,22524,25793,3897
121087,22525,25847,3898
121108,22522,25935,3897
121130,22524,25988,3896
121152,22527,26085,3897
121174,22523,26198,3899
121195,22527,26248,3896
121218,22525,26267,3897
121239,22528,26312,3898
121261,22527,26314,3898
121283,22526,26281,3897
121305,22528,26236,3897
121326,22528,26207,3898
121349,22533,26167,3900
121370,22534,26138,3898
121392,22537,26109,3898
121414,22538,26111,3896
121436,22541,26101,3898
121457,22541,26120,3896
121480,22545,26128,3900
121501,22544,26128,3897
121523,22549,26150,3898
121545,22550,26157,3896
121567,22554,26177,3898
121588,22555,26207,3898
121611,22558,26414,3897
121633,22558,26815,3898
121654,22562,27284,3898
121676,22563,27581,3897
121698,22565,27630,3897
121720,22567,27397,3899
121741,22568,27020,3898
121764,22569,26609,3897
121785,22572,26227,3899
121807,22574,25972,3899
121829,22576,25830,3897
121851,22578,25775,3898
121872,22583,25803,3896
121895,22582,25897,3897
121916,22584,26033,3899
121938,22589,26169,3897
121960,22591,26321,3899
121982,22591,26434,3898
122003,22594,26488,3898
122026,22597,26498,3900
122047,22597,26447,3899
122069,22601,26378,3898
122091,22603,26293,3898
122113,22603,26212,3900
122134,22606,26161,3899
122157,22606,26182,3897
122178,22608,26207,3897
122200,22609,26253,3898
122222,22611,26295,3899
122244,22612,26310,3899
122265,22614,26313,3899
122288,22618,26319,3898
122309,22619,26292,3897
122331,22622,26269,3899
122353,22625,26340,3898
122375,22627,26652,3898
122396,22630,27116,3896
122419,22633,27534,3898
122440,22635,27750,3898
122462,22638,27678,3896
122484,22641,27370,3898
122506,22642,26966,3899
122527,22645,26551,3899
122550,22646,26221,3896
122572,22648,26009,3900
122593,22648,25859,3896
122616,22650,25822,3897
122637,22653,25857,3900
122659,22652,25922,3898
122681,22655,26032,3898
122703,22654,26154,3899
122724,22653,26263,3898
122747,22654,26339,3896
122768,22654,26383,3897
122790,22653,26397,3896
122812,22650,26364,3897
122834,22650,26295,3899
122855,22652,26252,3896
122878,22651,26197,3899
122899,22646,26155,3897
122921,22647,26126,3897
122943,22646,26144,3898
122965,22647,26115,3895
122986,22647,26108,3899
123009,22643,26116,3897
123030,22643,26111,3896
123052,22645,26133,3898
123073,22646,26153,3898
123096,22645,26158,3898
123117,22648,26148,3898
123139,22650,26181,3898
123161,22650,26361,3898
123183,22652,26773,3898
123204,22654,27303,3900
123227,22654,27647,3899
123248,22655,27745,3896
123270,22657,27517,3901
123292,22660,27090,3897
123314,22657,26583,3898
123335,22658,26141,3900
123358,22658,25829,3899
123379,22657,25657,3900
123401,22662,25602,3896
123423,22659,25620,3899
123445,22658,25662,3899
123467,22659,25699,3899
123489,22657,25781,3898
123511,22659,25835,3899
123532,22658,25932,3898
