Delay= 19552
Source file: EDA_withMillis_noAccel_Final.ino
20 25878 99 4215
19 25492 100 4215
20 25820 99 4214
19 25874 98 4217
19 26108 97 4214
20 26438 98 4218
19 26519 98 4216
21 26457 97 4215
19 26308 96 4216
20 26030 97 4215
19 25877 95 4215
20 25952 96 4216
19 26103 95 4215
20 26126 96 4216
19 26415 96 4214
20 26406 95 4215
19 26334 95 4217
20 26241 94 4215
20 26273 94 4215
19 26263 95 4214
20 26172 94 4215
19 26133 93 4215
20 26102 93 4217
19 26108 93 4214
20 26138 93 4215
19 26164 92 4215
20 26212 92 4215
19 26225 91 4215
20 26226 90 4214
20 26206 91 4215
19 26193 92 4215
20 26222 92 4213
19 26242 91 4214
20 26227 91 4215
19 26204 92 4215
20 26188 92 4214
19 26180 92 4214
20 26160 94 4216
19 26164 93 4215
21 26163 94 4215
19 26168 93 4215
19 26167 94 4216
20 26161 94 4215
19 26163 95 4216
20 26185 94 4215
19 26174 94 4214
20 26175 96 4214
19 26172 94 4214
20 26176 95 4215
20 26194 95 4217
20 26207 95 4215
19 26230 95 4214
19 26277 95 4214
20 26303 95 4215
19 26321 95 4216
20 26310 96 4212
19 26298 96 4215
20 26248 96 4215
19 26225 96 4214
20 26216 96 4215
20 26207 96 4215
20 26223 96 4214
19 26226 95 4215
20 26204 95 4216
19 26218 95 4216
19 26212 95 4216
20 26211 94 4216
19 26230 96 4215
20 26217 96 4215
19 26212 96 4215
20 26201 96 4215
20 26186 96 4215
20 26170 95 4215
19 26151 95 4216
20 26154 94 4215
19 26136 95 4216
19 26126 95 4215
20 26128 94 4215
19 26139 95 4214
20 26145 95 4216
19 26141 95 4213
21 26141 94 4215
19 26140 95 4215
20 26141 95 4214
19 26129 95 4215
20 26130 95 4216
19 26138 94 4215
20 26129 93 4214
19 26130 94 4215
19 26141 95 4216
20 26116 95 4215
19 26133 95 4214
21 26160 93 4214
19 26204 95 4216
20 26258 94 4214
19 26288 95 4216
20 26283 96 4217
19 26276 94 4214
20 26257 94 4216
19 26233 95 4216
19 26205 94 4214
20 26185 94 4215
19 26183 95 4215
21 26182 94 4215
19 26193 94 4216
20 26193 94 4216
19 26193 94 4214
20 26197 95 4214
19 26197 94 4215
20 26199 94 4216
19 26183 95 4215
19 26179 94 4214
20 26151 94 4215
20 26145 94 4216
20 26157 94 4216
19 26155 94 4216
20 26168 93 4215
19 26162 93 4216
20 26149 92 4216
19 26182 92 4215
20 26163 92 4215
19 26162 92 4214
20 26156 92 4214
19 26132 91 4216
20 26137 91 4215
20 26135 91 4215
19 26135 91 4214
20 26111 91 4216
19 26103 91 4215
20 26106 91 4216
19 26098 92 4217
20 26118 91 4215
19 26113 91 4214
20 26122 91 4216
19 26138 91 4215
21 26172 91 4215
19 26219 91 4215
19 26263 90 4214
20 26300 92 4215
19 26296 91 4214
20 26279 91 4215
19 26252 90 4215
20 26235 91 4214
19 26217 91 4213
20 26214 90 4216
20 26179 91 4217
20 26180 90 4215
19 26159 91 4217
19 26167 91 4216
20 26184 90 4217
19 26203 90 4215
20 26210 90 4215
19 26222 89 4215
20 26221 89 4216
19 26206 90 4215
20 26192 90 4214
20 26184 90 4214
20 26190 90 4215
19 26168 90 4216
20 26148 90 4215
19 26128 89 4215
19 26134 90 4213
20 26151 91 4216
19 26165 90 4216
20 26152 90 4216
19 26160 90 4215
20 26162 91 4214
20 26169 90 4217
20 26172 91 4216
19 26193 91 4216
20 26169 92 4215
19 26176 91 4214
19 26149 91 4214
20 26128 92 4215
19 26131 91 4214
20 26129 92 4214
19 26122 92 4215
21 26137 93 4215
19 26171 92 4214
20 26222 92 4215
19 26294 93 4215
20 26337 92 4214
19 26359 94 4214
19 26324 93 4214
20 26312 92 4215
19 26255 93 4216
20 26212 94 4215
19 26200 94 4215
21 26169 94 4214
19 26170 92 4215
20 26174 94 4215
19 26191 94 4215
20 26182 94 4216
19 26200 94 4214
20 26207 94 4214
19 26216 92 4213
19 26215 92 4215
20 26199 94 4215
19 26201 93 4214
21 26160 93 4214
19 26144 93 4216
20 26153 93 4215
19 26154 93 4215
20 26122 93 4215
19 26122 93 4216
20 26109 93 4215
19 26114 92 4216
19 26137 92 4215
20 26133 94 4216
20 26146 93 4216
20 26173 93 4217
19 26196 94 4215
20 26196 93 4214
19 26228 94 4213
20 26223 94 4213
19 26213 94 4213
20 26185 95 4216
19 26147 97 4215
20 26147 97 4215
19 26143 98 4214
20 26191 98 4215
20 26238 98 4215
19 26263 99 4215
20 26274 99 4215
19 26252 99 4213
20 26219 99 4214
19 26200 100 4214
20 26189 101 4217
19 26173 101 4216
20 26185 103 4215
19 26195 102 4214
21 26187 103 4216
19 26192 101 4216
19 26192 102 4216
20 26208 102 4215
19 26183 101 4215
20 26177 103 4215
19 26188 103 4215
20 26192 104 4215
19 26216 103 4214
20 26208 103 4216
20 26211 104 4215
20 26215 103 4214
19 26178 103 4217
19 26172 104 4215
20 26161 104 4214
19 26133 103 4214
20 26127 103 4214
19 26124 103 4215
20 26136 103 4215
19 26138 104 4216
20 26158 102 4216
20 26155 103 4216
20 26181 103 4215
19 26218 103 4216
19 26256 101 4213
20 26292 101 4216
19 26308 100 4216
20 26307 101 4215
19 26284 101 4215
20 26247 101 4214
19 26211 100 4214
20 26207 101 4213
20 26182 101 4215
20 26188 99 4214
19 26191 101 4217
20 26211 100 4215
19 26212 99 4216
19 26213 100 4215
20 26203 100 4213
19 26230 100 4215
20 26215 101 4217
19 26230 100 4214
21 26221 100 4215
19 26216 101 4214
20 26208 101 4216
19 26194 101 4215
20 26182 101 4215
19 26177 101 4214
19 26167 100 4215
20 26147 101 4215
19 26141 100 4216
20 26158 99 4215
19 26170 100 4214
21 26198 99 4214
19 26198 99 4214
20 26215 99 4214
19 26225 99 4215
20 26243 98 4216
19 26292 99 4216
20 26334 98 4213
19 26336 98 4215
19 26328 98 4216
20 26305 98 4216
19 26278 98 4215
21 26272 98 4216
19 26241 98 4216
20 26231 98 4216
19 26230 99 4214
20 26220 98 4215
19 26225 98 4216
20 26230 98 4215
19 26228 99 4216
19 26228 98 4215
20 26214 96 4217
20 26228 97 4214
20 26240 97 4215
19 26242 98 4216
20 26224 98 4215
19 26221 97 4214
20 26219 97 4216
19 26210 98 4214
20 26193 98 4215
19 26184 97 4214
20 26177 99 4214
19 26184 97 4215
20 26161 98 4214
20 26167 97 4214
19 26182 97 4214
20 26173 97 4215
19 26182 97 4215
20 26187 97 4215
19 26184 97 4214
20 26172 96 4214
19 26178 96 4214
20 26182 95 4217
19 26190 96 4216
20 26218 94 4215
20 26274 94 4216
19 26312 92 4216
20 26340 91 4214
19 26350 92 4215
20 26339 92 4215
19 26310 91 4216
20 26258 90 4215
19 26238 91 4215
20 26231 90 4215
20 26229 90 4215
20 26230 90 4215
19 26232 91 4215
19 26233 90 4215
20 26220 91 4215
19 26230 91 4215
20 26246 89 4217
19 26245 89 4215
20 26237 90 4215
19 26253 89 4215
20 26233 89 4215
20 26219 88 4214
20 26205 90 4214
19 26197 89 4214
19 26181 89 4216
20 26170 90 4214
19 26164 90 4216
20 26151 90 4214
19 26146 91 4213
20 26143 91 4214
19 26143 92 4216
20 26136 94 4214
20 26152 94 4215
20 26164 93 4216
19 26173 94 4216
20 26168 94 4214
19 26175 96 4215
19 26179 95 4216
20 26177 95 4214
19 26179 96 4215
20 26203 96 4215
19 26229 96 4215
21 26276 96 4215
19 26305 96 4215
20 26353 96 4214
19 26365 96 4216
20 26347 96 4214
19 26326 96 4215
19 26302 96 4214
20 26260 96 4215
19 26240 95 4214
20 26237 96 4214
19 26239 96 4214
21 26235 96 4216
19 26259 96 4214
20 26268 96 4216
19 26267 95 4215
20 26269 95 4214
19 26252 97 4214
20 26249 95 4213
19 26233 96 4214
19 26222 96 4213
20 26207 96 4217
19 26193 97 4215
21 26191 98 4215
19 26171 98 4216
20 26169 98 4215
19 26168 97 4214
20 26172 99 4214
19 26172 99 4215
20 26179 98 4215
19 26173 100 4216
19 26183 100 4214
20 26184 99 4216
20 26189 101 4215
20 26178 100 4215
19 26171 100 4215
20 26167 99 4215
19 26162 100 4215
20 26167 100 4214
19 26171 100 4215
20 26160 100 4215
19 26152 101 4214
20 26166 99 4215
19 26165 101 4216
20 26221 101 4215
20 26271 101 4215
19 26316 101 4215
20 26368 101 4215
19 26358 102 4215
20 26345 101 4214
19 26309 102 4214
20 26278 102 4216
19 26247 101 4216
20 26228 102 4215
19 26207 102 4214
20 26212 101 4216
20 26223 102 4215
19 26210 101 4216
20 26226 102 4215
19 26225 101 4214
20 26230 101 4216
19 26237 101 4216
20 26240 101 4216
19 26228 100 4216
20 26240 100 4213
20 26222 102 4215
20 26219 102 4216
19 26191 100 4215
19 26185 102 4218
20 26183 102 4215
19 26179 102 4215
20 26184 101 4214
19 26176 100 4216
20 26172 100 4215
19 26157 101 4214
20 26154 100 4214
20 26155 100 4214
20 26150 100 4214
19 26165 100 4215
19 26168 99 4214
20 26185 100 4214
19 26174 99 4216
20 26163 99 4214
19 26169 99 4214
20 26163 98 4213
19 26152 98 4216
20 26162 98 4215
20 26177 99 4216
20 26217 99 4215
19 26283 99 4215
20 26329 98 4213
19 26343 98 4214
19 26349 97 4215
20 26317 97 4215
19 26286 99 4215
20 26243 98 4214
19 26214 98 4216
21 26211 98 4216
19 26199 99 4215
20 26214 98 4216
19 26212 98 4215
20 26205 98 4215
19 26218 99 4216
19 26227 98 4216
20 26217 99 4214
19 26223 98 4215
20 26223 100 4216
19 26208 99 4216
21 26198 98 4215
19 26203 99 4215
20 26185 100 4215
19 26177 99 4215
20 26178 100 4214
19 26157 101 4217
20 26155 101 4215
19 26127 101 4214
19 26149 102 4215
20 26129 102 4215
19 26156 102 4215
21 26153 103 4213
19 26151 103 4215
20 26137 104 4214
19 26148 104 4215
20 26136 104 4214
19 26145 106 4215
20 26145 107 4218
19 26144 105 4216
19 26190 106 4216
20 26236 104 4214
20 26282 105 4217
20 26332 105 4214
19 26333 104 4215
20 26311 105 4214
19 26275 104 4216
20 26259 103 4216
19 26232 102 4216
20 26200 98 4214
19 26190 91 4215
20 26194 81 4215
19 26190 72 4213
20 26206 64 4214
20 26210 57 4215
19 26217 52 4215
20 26219 48 4217
19 26240 44 4213
20 26224 41 4216
19 26231 39 4212
20 26219 35 4214
19 26207 35 4215
20 26192 33 4216
19 26184 32 4215
20 26181 33 4214
20 26182 31 4214
19 26169 30 4215
20 26180 32 4214
19 26182 30 4215
20 26185 29 4215
19 26177 30 4215
20 26170 28 4215
19 26182 29 4215
20 26169 27 4216
20 26173 28 4214
20 26186 28 4214
19 26165 27 4215
19 26167 28 4215
20 26163 29 4215
19 26160 28 4214
20 26182 28 4215
19 26221 28 4216
20 26277 29 4216
19 26329 28 4214
20 26361 28 4215
20 26376 29 4214
20 26374 28 4214
19 26344 28 4213
19 26317 29 4214
20 26267 28 4214
19 26256 27 4215
20 26231 29 4216
19 26233 29 4216
20 26225 27 4214
19 26232 28 4214
20 26226 28 4214
20 26243 27 4215
20 26255 28 4214
19 26254 28 4214
20 26255 28 4215
19 26267 28 4215
19 26254 28 4215
20 26230 28 4213
19 26216 27 4215
20 26222 29 4215
19 26197 29 4216
21 26184 28 4214
19 26205 28 4215
20 26214 28 4215
19 26218 29 4215
20 26212 28 4216
19 26224 28 4216
19 26227 28 4216
20 26226 29 4214
19 26227 29 4215
20 26218 28 4215
19 26202 28 4214
21 26167 30 4213
19 26108 28 4214
20 26036 28 4214
19 26024 28 4214
20 26077 28 4215
19 26199 28 4214
20 26335 29 4216
19 26416 29 4215
19 26469 27 4215
20 26471 28 4215
19 26428 28 4215
21 26375 27 4214
19 26310 27 4214
20 26252 28 4217
19 26188 29 4215
20 26158 27 4214
19 26147 28 4215
20 26151 28 4215
19 26164 27 4214
19 26180 27 4216
20 26235 28 4216
20 26271 28 4215
20 26328 29 4214
19 26338 30 4215
20 26350 28 4214
19 26331 29 4215
20 26326 29 4215
19 26327 30 4215
20 26315 29 4214
19 26264 28 4213
19 26221 28 4214
20 26190 29 4214
20 26173 29 4215
20 26162 29 4214
19 26175 28 4214
20 26191 29 4214
19 26205 29 4214
20 26227 30 4215
19 26236 29 4216
20 26216 30 4215
19 26226 29 4215
20 26226 29 4215
19 26221 27 4214
20 26214 29 4215
20 26206 28 4214
19 26198 28 4215
20 26207 29 4213
19 26234 27 4214
20 26266 29 4217
19 26293 28 4215
20 26283 28 4215
19 26274 28 4213
20 26261 28 4216
20 26245 27 4215
20 26226 28 4212
19 26251 28 4215
19 26248 29 4215
20 26283 28 4215
19 26279 28 4215
20 26310 29 4214
19 26312 29 4214
20 26312 29 4215
19 26328 27 4214
20 26320 28 4215
20 26299 28 4216
20 26286 28 4214
19 26273 28 4214
19 26251 28 4215
20 26263 29 4213
19 26259 28 4213
