Delay= 19552
Source file: EDA_withMillis_noAccel_Final.ino
21 27847 31240 4423
22 28045 31239 4472
22 28242 31237 4465
22 27978 31234 4429
21 27480 31233 4419
23 26916 31229 4413
21 26697 31225 4425
22 26835 31224 4421
21 27130 31225 4426
23 27216 31226 4374
21 27108 31222 4398
22 26689 31217 4440
22 26362 31208 4453
22 26071 31201 4462
21 25917 31188 4418
22 25799 31186 4418
23 25811 31186 4397
21 25890 31192 4401
22 25924 31196 4407
22 26034 31201 4411
22 26214 31204 4397
21 26292 31208 4411
22 26341 31207 4432
22 26193 31201 4434
22 26003 31190 4444
21 25802 31178 4423
22 25664 31171 4407
22 25588 31164 4415
22 25712 31157 4415
21 26087 31149 4417
23 26617 31146 4397
21 27007 31141 4384
22 27016 31135 4421
21 26806 31127 4440
23 26329 31121 4436
21 25755 31114 4420
22 25303 31111 4405
22 24919 31113 4389
22 24657 31121 4426
21 24616 31129 4393
22 24844 31133 4425
22 25147 31133 4397
22 25582 31131 4408
21 25888 31138 4413
23 26045 31148 4452
21 26021 31159 4428
22 25873 31169 4428
21 25611 31178 4413
23 25420 31193 4424
21 25209 31205 4427
22 25175 31218 4415
22 25286 31229 4410
22 25506 31235 4398
21 25968 31237 4415
22 26656 31231 4441
22 27005 31225 4454
22 27112 31221 4452
21 27040 31218 4436
22 26908 31209 4375
22 26586 31200 4383
22 26132 31192 4403
21 25879 31185 4415
23 25736 31184 4392
22 25923 31180 4397
21 26240 31184 4421
22 26544 31189 4430
22 26798 31194 4457
22 27011 31196 4437
21 27082 31200 4444
23 27070 31202 4407
21 26909 31202 4401
22 26802 31202 4399
21 26684 31194 4415
23 26537 31188 4385
21 26492 31182 4367
22 26744 31178 4434
22 27184 31176 4440
22 27638 31171 4446
21 27858 31168 4442
22 27893 31161 4396
22 27651 31154 4406
22 27342 31154 4397
21 27026 31155 4398
22 26730 31154 4414
22 26572 31150 4374
22 26554 31144 4384
21 26772 31145 4437
23 27041 31149 4425
21 27230 31155 4458
22 27283 31162 4461
21 27274 31162 4431
23 27172 31163 4406
21 26854 31160 4415
22 26612 31153 4401
22 26264 31153 4391
22 25946 31155 4377
21 25727 31158 4385
22 25800 31160 4425
22 26255 31159 4477
22 26957 31158 4452
21 27576 31153 4425
23 27899 31148 4424
21 27823 31142 4407
22 27511 31136 4416
21 27118 31130 4419
23 26863 31134 4394
21 26713 31136 4384
22 26534 31136 4398
21 26460 31135 4441
23 26341 31138 4465
22 26177 31140 4453
21 26105 31137 4447
23 26074 31137 4423
21 26015 31137 4392
22 25893 31141 4399
21 25721 31144 4410
23 25704 31156 4426
21 25693 31164 4398
22 25837 31179 4417
22 26076 31187 4443
22 26093 31200 4457
21 26027 31206 4451
22 26226 31207 4444
22 26582 31202 4424
22 26914 31194 4382
21 27018 31189 4392
23 26772 31186 4398
21 26420 31187 4398
22 26083 31188 4374
21 25836 31187 4411
23 25652 31181 4440
21 25645 31175 4453
22 25729 31164 4444
21 25893 31155 4403
23 26122 31149 4413
21 26162 31145 4403
22 26282 31144 4427
22 26287 31147 4398
22 26257 31150 4384
21 26157 31151 4409
22 26125 31149 4423
22 26145 31140 4436
22 26055 31135 4453
21 26032 31131 4446
23 25981 31128 4423
21 25964 31124 4395
22 26081 31126 4403
21 26304 31123 4416
23 26758 31118 4430
21 27435 31118 4403
22 28103 31111 4415
22 28523 31108 4401
22 28524 31105 4471
21 28175 31108 4451
22 27730 31109 4445
23 27228 31109 4405
21 26899 31114 4396
22 26782 31121 4397
21 26685 31131 4417
23 26719 31140 4385
21 26798 31147 4398
22 26926 31159 4416
22 26979 31165 4430
22 27040 31163 4474
21 26997 31144 4469
22 26993 31110 4442
22 26984 31071 4392
22 26965 31020 4397
21 26895 30971 4415
23 26834 30927 4415
21 26713 30895 4402
22 26639 30870 4408
21 26678 30860 4409
23 26846 30858 4459
21 27071 30871 4431
22 27492 30892 4437
22 28193 30917 4410
22 28899 30945 4382
21 29073 30974 4392
22 28582 30993 4411
22 27659 31016 4403
22 26765 31037 4398
21 25972 31047 4394
22 25565 31042 4400
22 25361 31022 4436
22 25487 30992 4452
21 25746 30955 4428
23 26010 30912 4423
21 26226 30864 4382
22 26404 30817 4407
21 26411 30773 4433
23 26280 30727 4416
21 26199 30685 4408
22 26065 30646 4384
22 26123 30604 4423
22 26216 30567 4441
21 26468 30536 4470
22 26356 30506 4443
22 25622 30481 4389
22 25061 30457 4406
21 24545 30436 4419
23 24642 30418 4427
22 25734 30400 4411
21 27024 30382 4417
22 27812 30366 4403
22 27996 30349 4412
22 27821 30333 4440
21 27613 30320 4451
22 27544 30307 4442
22 27620 30300 4423
22 26985 30292 4425
21 26019 30286 4415
23 24885 30281 4427
21 23671 30275 4397
22 23227 30274 4384
21 23458 30266 4403
23 24148 30264 4441
21 24835 30264 4453
22 25399 30268 4453
22 25788 30276 4432
22 26029 30283 4407
21 26169 30290 4401
22 26201 30297 4416
22 26027 30304 4404
22 25838 30309 4425
21 25699 30310 4384
23 25744 30311 4427
21 25908 30312 4417
22 26289 30315 4454
21 26917 30318 4451
23 27734 30326 4435
21 28424 30348 4423
22 28749 30374 4415
21 28669 30398 4394
23 28286 30412 4392
21 27729 30423 4397
22 27358 30426 4398
22 27084 30426 4399
22 27008 30420 4441
21 27056 30411 4454
22 27038 30397 4430
22 26947 30382 4424
22 26974 30363 4389
21 26989 30343 4411
23 26928 30322 4402
21 26926 30297 4427
22 27038 30279 4397
21 27196 30260 4371
23 27104 30243 4420
22 26985 30226 4453
21 26926 30211 4446
23 26905 30195 4446
21 26931 30182 4406
22 27063 30171 4390
21 27356 30162 4425
23 27741 30154 4417
21 28377 30150 4408
22 29394 30145 4394
21 31008 30146 4415
23 32767 30146 4419
21 32767 30146 4440
22 32767 30148 4453
22 32767 30147 4446
22 32767 30150 4423
21 32767 30149 4390
22 32767 30150 4425
22 32767 30148 4417
22 32767 30148 4394
21 32767 30149 4399
23 32767 30150 4382
21 32767 30149 4422
22 32767 30151 4418
21 31326 30151 4433
23 26169 30154 4406
21 23201 30150 4400
22 22026 30153 4390
22 22121 30154 4415
22 22974 30154 4417
21 23904 30155 4400
22 24747 30155 4416
22 25262 30154 4420
22 25543 30150 4437
21 25692 30149 4457
22 25547 30146 4451
22 25294 30142 4399
22 25065 30133 4414
21 25030 30128 4407
23 25531 30124 4415
21 26839 30118 4420
22 28442 30114 4432
21 29594 30109 4402
23 29842 30100 4417
21 29386 30096 4441
22 28404 30091 4441
22 27371 30084 4447
22 26558 30079 4424
22 26199 30075 4382
21 26498 30072 4410
23 27133 30068 4391
21 27582 30067 4416
22 27749 30064 4398
22 27798 30059 4408
22 27183 30055 4404
21 26154 30049 4441
22 24508 30042 4426
22 22725 30040 4444
22 21926 30039 4409
21 22194 30042 4410
22 23125 30045 4415
22 24397 30052 4434
22 25916 30056 4419
21 27521 30060 4401
23 28891 30064 4380
21 29200 30069 4423
22 28843 30075 4429
21 28279 30085 4464
23 27784 30093 4434
21 27505 30101 4423
22 27490 30110 4389
22 27808 30118 4409
22 28225 30125 4416
21 28354 30130 4403
22 28085 30129 4384
22 27691 30132 4398
22 27277 30130 4419
21 26855 30131 4453
23 26724 30136 4451
21 26737 30134 4443
22 26696 30135 4436
21 26484 30136 4425
23 26308 30133 4417
21 26213 30128 4415
22 26317 30126 4415
21 26289 30125 4383
23 26156 30123 4391
21 25886 30127 4427
22 25572 30137 4457
22 25313 30144 4450
22 24976 30148 4424
21 24910 30153 4408
22 25149 30155 4397
22 25734 30155 4392
22 26045 30151 4408
22 26345 30146 4415
22 26775 30145 4394
22 27338 30142 4404
21 28371 30144 4418
22 29424 30144 4454
22 30160 30146 4427
22 30056 30147 4422
21 29240 30148 4406
23 28099 30146 4424
21 26750 30145 4426
22 25586 30148 4415
21 24646 30152 4399
23 24250 30154 4380
21 24428 30160 4418
22 24636 30169 4436
21 24482 30174 4453
23 24401 30179 4444
21 24303 30184 4417
22 24251 30182 4407
22 24143 30183 4411
22 23965 30182 4415
21 23705 30182 4416
22 23942 30180 4359
22 24384 30184 4376
22 24885 30182 4408
21 24950 30182 4437
23 24565 30181 4453
21 24235 30179 4425
22 24551 30177 4422
21 25538 30177 4389
23 27052 30177 4400
21 28719 30177 4408
22 30031 30181 4402
22 30539 30183 4374
22 30173 30183 4390
21 29329 30188 4406
22 28119 30189 4439
22 26866 30187 4452
22 25942 30186 4442
21 25278 30187 4397
22 24833 30198 4424
22 24612 30210 4402
22 24627 30220 4425
21 24920 30225 4413
23 25443 30227 4408
21 25851 30224 4408
22 26106 30219 4423
22 26552 30208 4435
22 26740 30196 4452
22 26523 30193 4416
21 25766 30182 4391
23 25206 30177 4397
21 25308 30168 4401
22 25295 30163 4394
21 25075 30159 4398
23 24576 30154 4366
21 24316 30152 4404
22 25167 30149 4442
22 26937 30147 4455
22 28018 30143 4452
21 27632 30141 4425
22 26542 30142 4406
22 25458 30146 4389
22 24780 30149 4426
21 24128 30152 4415
22 23793 30154 4384
22 23557 30155 4409
22 23091 30157 4411
21 22727 30158 4437
23 22491 30160 4439
21 22785 30162 4421
22 23395 30169 4431
21 24065 30174 4406
23 24890 30179 4391
21 25674 30183 4411
22 26616 30187 4391
22 27546 30188 4418
22 27968 30184 4374
21 27724 30181 4435
22 27186 30178 4440
22 26568 30174 4452
22 26113 30171 4445
21 25888 30167 4423
23 26223 30161 4411
21 27126 30153 4417
22 28500 30146 4415
21 29502 30140 4392
23 29950 30134 4394
21 29852 30130 4411
22 29177 30128 4423
21 28262 30126 4453
23 27354 30126 4469
21 26421 30124 4442
22 26082 30120 4413
23 26323 30117 4395
21 26678 30113 4416
22 27168 30107 4415
21 27771 30100 4419
23 28219 30091 4398
21 28140 30087 4383
22 27525 30085 4405
22 26330 30081 4475
22 25240 30083 4463
21 24433 30084 4441
22 24265 30086 4403
22 24379 30083 4418
22 24448 30085 4416
21 24510 30088 4415
23 24764 30094 4414
21 25466 30097 4399
22 26528 30102 4417
21 27717 30107 4442
23 28577 30114 4454
21 28788 30119 4427
22 28250 30124 4423
21 27605 30127 4382
23 26840 30129 4400
21 26442 30132 4426
22 26303 30133 4416
22 26113 30142 4372
22 25890 30150 4397
21 25617 30160 4401
22 25243 30172 4440
22 24848 30189 4453
22 24028 30207 4446
21 22453 30227 4406
23 20818 30248 4406
21 20335 30276 4409
